recapture_row_id,trial_id,sample_date,sample_time,station_code,flows
{C85AC335-07FD-4CD6-8DAAAC09B8F8F469},1804,2004-09-23,09:00:00.000000,Gate 4,8867
{C873E5A1-3D5A-4E2C-8DA53C551C0916AC},0703,2003-03-05,08:33:00.000000,Gate 7,8118
{CAF74AC7-6C8F-419C-95915228477CE4A8},0106,2006-02-16,09:40:00.000000,Gate 2,12317
{CB3AC8BE-D2EB-417B-8152521F1C7BE1A9},002_22,2022-01-21,09:22:00.000000,Gate 7,5018
{CBA11028-DB77-4674-A9C6EE4327CA1135},0503,2003-02-27,07:41:00.000000,Gate 2,12156
{CBA15A09-6940-42CC-AD25166A0B381E66},1403,2003-09-29,10:28:00.000000,Gate 6,7902
{CC2CFC48-C295-4E99-9EA5EEEE87D35F6E},1804,2004-09-21,08:44:00.000000,Gate 4,9447
{CCA5C9AD-D08A-4666-9DEF9B84E6235BFD},003_20,2020-01-30,11:57:00.000000,Gate 8,8205
{CCB8AE5F-5D62-4789-A780334EF29A2E8A},0103,2003-01-29,08:08:00.000000,Gate 11,26673
{CD52B507-B97E-438B-8B94F10EECC4DE32},0203,2003-02-06,07:43:00.000000,Gate 11,11385
{CE9A17D6-B90E-4D22-BA7FA386BC0F3C82},0713,2013-02-24,08:58:00.000000,Gate 7,5209
{CEAC2B21-3D22-4B43-9EF98153E363F319},010_19,2019-11-15,08:19:00.000000,Gate 6,5109
{CEC65455-DE21-4E8F-BF5AE9414743764D},001_19,2019-08-28,12:02:00.000000,Gate 1,10322
{CF829281-EB7A-48C6-BF60D38A46DBC682},0904,2004-04-29,09:26:00.000000,Gate 3,9448
{CFAB9E54-24B7-49C7-B19C002FAFA4C964},0707,2007-03-21,08:53:00.000000,Gate 7,6506
{CFB00BC1-D15A-4707-99DE1E48CB49039E},0303,2003-02-11,17:26:00.000000,Gate 5,9301
{D0467765-B5F8-445B-821C93E6DEFFB3CE},0313,2013-02-02,09:11:00.000000,Gate 8,6436
{D058B1A6-4B7A-41BB-9CBB20828CDAE316},0604,2004-02-16,07:51:00.000000,Gate 8,7540
{D058FC6D-727D-4A17-BD98F847FB7BC3B8},0304,2004-02-01,08:14:00.000000,Gate 8,8751
{D05D4F62-B731-4FE1-895AA1DAAB34E8A9},0704,2004-03-15,11:08:00.000000,Gate 8,14275
{D0B77976-5F59-44A3-80A3C5E6E8062ECF},1204,2004-05-27,08:40:00.000000,Gate 10,9617
{D0FBED64-DF74-42D5-8055CC60FF832540},0412,2012-02-29,09:01:00.000000,Gate 7,5822
{D26CAD36-F6A9-4BF3-893140F32B54373C},1103,2003-09-06,08:08:00.000000,Gate 11,7337
{D3435730-B51F-40C5-87B4DE68F34C4271},008_19,2019-10-09,08:57:00.000000,Gate 7,6942
{D3840A9F-E63D-452C-99C9407DF5DA45CD},0102,2002-06-27,07:32:00.000000,Gate 7 E,14208
{D3B75720-DEFB-49C7-B4463DCC689E0AA7},008_20,2020-09-25,11:01:00.000000,Gate 5,6789
{D3E58750-F181-48DA-82D78CE000908ABF},0115,2015-01-21,09:32:00.000000,Gate 7,4759
{D40BF10F-BD88-44B9-B406E6A8D1189441},001_16,2016-02-04,11:24:00.000000,Gate 6,8394
{D46A37F4-4F6E-4302-91157A0C8FD2C0EF},004_20,2020-02-12,08:52:00.000000,Gate 7,6151
{D563A20F-8D7F-4551-ADBBB367FBE988AD},1803,2003-10-17,09:14:00.000000,Gate 7,7067
{D5C21B51-6D18-4B0C-BC6D8D303B798663},0411,2011-02-12,09:04:00.000000,Gate 7,5328
{D696F989-9611-4CE2-A7A40A759AFBFF69},0807,2007-03-25,09:00:00.000000,Gate 3,6210
{D6BFD932-71AB-4CEC-AEE572862AE58370},0413,2013-02-04,09:45:00.000000,Gate 3,6235
{D70A480B-DA4C-4B64-81FE44E9B3B330A6},008_19,2019-10-09,10:53:00.000000,Gate 1,6942
{D742B8CF-3295-4BDA-99D76F4B9425C825},005_20,2020-02-19,09:22:00.000000,Gate 7,5903
{D7589318-63E8-48B9-B40636EEB1F9D7C5},1104,2004-05-20,08:45:00.000000,Gate 10,9007
{D76AA8C2-92FF-46C2-812873E1AFC20030},005_20,2020-02-19,08:21:00.000000,Gate 6,5903
{D7C63D41-9616-4517-A15B5BFE0F57BF93},0112,2012-01-31,11:03:00.000000,Gate 8,6009
{D80CD78B-7E48-4F84-B2D5FD88E7551FCF},1403,2003-09-28,09:19:00.000000,Gate 6,7845
{D91169E3-A594-47BF-B80987967E20E728},003_18,2018-10-18,12:16:00.000000,Gate 3,7766
{D9DB6FD8-ED8F-4CDF-87D2D5FE9489F232},003_21,2021-02-18,08:20:00.000000,Gate 6,4800
{D9E27E52-DC69-4EFF-9DF561C4E9F066FD},005_21,2021-10-01,08:30:00.000000,Gate 6,7325
{DA3103D1-E385-4B90-81992643DEA049AE},0507,2007-03-03,10:27:00.000000,Gate 8,7829
{DB0D2BF8-F670-4C47-825D8BD5D01E57E4},0205,2005-02-02,08:20:00.000000,Gate 8,7519
{DB85B9D8-43D9-4D65-BA3D650E6DEC6DF5},0108,2008-01-24,09:17:00.000000,Gate 3,5416
{DBD57C72-2526-425E-A4A7DA884F63F9C6},001_21,2021-01-21,12:34:00.000000,Gate 5,4035
{DBF2D4E6-8EFA-419D-BBA7B9137696C097},0213,2013-01-24,08:32:00.000000,Gate 7,6522
{DC2545CE-7668-4887-ABC694A864EB782B},005_19,2019-09-17,11:09:00.000000,Gate 1,8587
{DC537AA2-79B8-4C3A-ACAD0100F6D0B183},010_19,2019-11-15,09:44:00.000000,Gate 8,5109
{DCBDA129-E467-48F2-BBCB2DC1425EAAF8},1404,2004-06-16,08:20:00.000000,Gate 10,14121
{DCFE9A90-F021-4C85-9795434603DA5F97},002_19,2019-09-04,12:29:00.000000,Gate 8,9795
{DDF1C554-E03C-4775-95003C4079BAA140},0102,2002-06-28,07:42:00.000000,Gate 6 W,14151
{DE56462F-434E-4AE8-BD469756F7F6FB61},1803,2003-10-16,08:40:00.000000,Gate 7,7048
{DEB5239F-A319-44C7-804B0A59C509AEEA},0603,2003-03-03,07:46:00.000000,Gate 7,8686
{DF73AEC0-A06D-4F18-A1F5D3061AD8A77F},204,1998-04-14,06:55:00.000000,Gate 1,14612
{E0827430-49CB-4DB3-A35015CF23A9A7A9},0603,2003-03-02,07:42:00.000000,Gate 11,8923
{E0E4D276-D698-4E84-9FD0842006EA5DAD},006_20,2020-09-18,11:16:00.000000,Gate 8,7027
{E14DE08A-55D5-489C-8546CDCF631481A5},007_20,2020-09-23,08:11:00.000000,Gate 7,6797
{E16C214F-AEF8-469D-AB02E46B37320F26},1703,2003-10-11,09:20:00.000000,Gate 8,6936
{E24AE3F7-B097-403B-A34698FB36AD16B4},0109,2009-01-24,09:25:00.000000,Gate 6,4165
{E2ECF414-888C-4B75-B700D99B585255C2},1604,2004-09-04,08:51:00.000000,Gate 9,8848
{E3439B2F-60CE-4D61-93BC709B2EC5BFF5},0513,2013-02-14,09:58:00.000000,Gate 3,5719
{E3639C7E-98F5-4677-AC8BA3A12B9CAB3A},0707,2007-03-21,09:16:00.000000,Gate 6,6506
{E380001D-8EA4-4508-B2902A7B616696AB},0607,2007-03-16,09:06:00.000000,Gate 8,6607
{E3BECAB2-1D9B-47EA-A7473834DF8B8D9A},003_21,2021-02-18,10:35:00.000000,Gate 5,4800
{E422C407-789A-4F97-A5947C0671F08585},003_21,2021-02-19,09:11:00.000000,Gate 7,4542
{E4306C1F-5514-4F8A-B59272611A1F3ABA},0613,2013-02-19,08:07:00.000000,Gate 3,5565
{E55DDF1D-8CE1-4B1C-A5261D826EC85EE0},0308,2008-02-15,08:32:00.000000,Gate 6,6113
{E5A347B2-598F-4514-9B2310195A74D6BF},0411,2011-02-13,08:30:00.000000,Gate 6,5229
{E6566CF1-302E-4C76-9A12271EA3916528},004_19,2019-09-11,12:19:00.000000,Gate 1,9152
{E6611C9F-BF2A-4873-8F2382B35CCAEC01},0705,2005-09-12,08:26:00.000000,Gate 2,8865
{E7AC97C0-A468-42EE-92F99AE8C13F0201},0807,2007-03-25,09:25:00.000000,Gate 7,6210
{E8B426F3-4B84-42B8-88585E24CBBFE0BA},002_18,2018-10-12,12:40:00.000000,Gate 7,7585
{E8F06C36-3FCA-40D3-AC9352C9A710B3AE},0107,2007-01-23,09:04:00.000000,Gate 6,6224
{E9715870-CA9C-487B-8FFB32184DBF33C6},0104,2004-01-19,09:09:00.000000,Gate 5,9839
{E9BB5344-86F0-4DD3-997E81F89EFE221D},1504,2004-09-01,08:05:00.000000,Gate 11,8818
{E9F8E3EC-FAD2-4113-9881598125775749},004_21,2021-02-27,08:04:00.000000,Gate 6,4007
{E9FD541C-8950-455E-A3416B5B2F872AF5},009_19,2019-10-23,14:51:00.000000,Gate 1,8766
{EA0645B5-20F2-4B5D-954523FCE2A76744},0713,2013-02-23,09:57:00.000000,Gate 6,5237
{EA419713-E052-4B9D-BBCEBCF8781D8178},0111,2011-01-21,11:47:00.000000,Gate 6,8980
{EA9139BF-93F3-4079-BFFBEBB6C3CF203F},1013,2013-09-29,08:12:00.000000,Gate 6,6762
{EAFAFBF0-BE77-4ECD-99F93E221A3EE1C2},003_20,2020-01-30,08:42:00.000000,Gate 6,8205
{EB0E2ED8-16D1-4BF3-ADDB20B75E537076},005_22,2022-02-04,10:34:00.000000,Gate 7,4499
{EB3385A2-84D3-4145-9F83CFF7067D938E},003_19,2019-09-06,09:21:00.000000,Gate 6,9287
{EB67BFC6-06B1-4159-BA9E2AE27CE4B674},1304,2004-06-03,08:16:00.000000,Gate 10,10925
{EC8AF3FE-84E6-4B80-B21597EB4BEF4CD5},1803,2003-10-16,08:23:00.000000,Gate 6,7048
{ED590077-79B9-4F4B-9F93244826111246},003_22,2022-01-25,08:48:00.000000,Gate 6,4862
{EE36C864-8D1D-4BA5-B63E82DCC281261E},0913,2013-03-05,11:24:00.000000,Gate 6,5252
{EF1A674D-00B6-4AB2-B194CA3530F54201},006_20,2020-09-18,12:19:00.000000,Gate 5,7027
{EF5AB730-78A8-4E76-91CF322989EEC3ED},2004,2004-09-28,09:16:00.000000,Gate 2,8426
{EF78DEAF-C0B8-432A-8B631BE3ECDE154B},0108,2008-01-25,09:55:00.000000,Gate 8,6384
{EFBF6963-EFD9-4793-95E83209740E3298},0605,2005-04-03,09:03:00.000000,Gate 6,7787
{EFFE32A6-67D7-4AA3-96E1B142E793A507},0315,2015-02-04,11:00:00.000000,Gate 8,4574
{F01461C5-B74D-4346-BB6D4F9BBE424E3F},004_20,2020-02-12,10:39:00.000000,Gate 1,6151
{F09928BA-BBCB-4525-881E21C60D9B9D00},1204,2004-05-27,09:00:00.000000,Gate 2,9617
{F099BB42-0064-4894-A382B9F2F6EF1385},0211,2011-01-28,19:59:00.000000,Gate 6,6534
{F118BD6C-113B-4B76-9E6FE268F01BE398},1703,2003-10-12,09:05:00.000000,Gate 6,6994
{F155F89F-C412-4C5B-834172D3F1B759CA},001_19,2019-08-28,10:33:00.000000,Gate 7,10322
{F2406153-4210-4282-B2A55434F282878E},1503,2003-10-02,08:39:00.000000,Gate 7,7457
{F344A3A9-25C7-4198-A7F3FB4D78F23444},0503,2003-02-27,07:48:00.000000,Gate 5,12156
{F37BD3E9-B7E9-4B9D-BEA4798DA704077E},0713,2013-02-23,11:05:00.000000,Gate 8,5237
{F3A1B57E-7C7D-4A20-9E111382A244F076},1704,2004-09-18,09:03:00.000000,Gate 6,9167
{F3B9301E-1239-4CC0-AFE6EE1B7E83B29D},0107,2007-01-22,08:12:00.000000,Gate 2,6247
{F4599F1E-EB25-4237-946DFF9D3A980AC3},0206,2006-02-24,09:30:00.000000,Gate 7,9392
{F45C5659-AE43-428F-B65B649B35F75F38},0107,2007-01-22,09:09:00.000000,Gate 6,6247
{F47BD83F-ADD1-4905-AE957CC66EE1E3BF},0507,2007-03-04,08:58:00.000000,Gate 6,7551
{F47CC526-BFEE-4282-AE08D4786A903AC8},1503,2003-10-02,08:29:00.000000,Gate 4,7457
{F4BCC47F-4126-408C-AD8798BA1A1605BD},0311,2011-02-02,11:55:00.000000,Gate 7,5836
{F566F451-FC51-44FE-AD0C90A557669855},0405,2005-03-11,08:19:00.000000,Gate 3,6658
{F56D2995-BBF8-4170-B2632134DED315CE},002_19,2019-09-04,10:44:00.000000,Gate 7,9795
{F570A890-EB4A-4C11-98A7753F72755EF1},003_21,2021-02-18,08:58:00.000000,Gate 7,4800
{F5973B95-1012-4B96-B999EEC6A8495F13},0404,2004-02-07,08:26:00.000000,Gate 3,10084
{F65F30EE-E3C3-424E-A6544C9B11DE8353},0504,2004-02-10,08:06:00.000000,Gate 3,8803
{F678B5EA-9062-4B7E-A0A700D79899BA83},0212,2012-02-05,08:38:00.000000,Gate 8,5230
{F69E55F5-879C-4F89-BBD09BB74B4A4D1E},008_20,2020-09-25,09:10:00.000000,Gate 7,6789
{F88EFFF2-417D-4678-8A65E48623A450B2},005_22,2022-02-04,09:26:00.000000,Gate 6,4499
{F8E2EB58-7176-4FDD-8D04447820067C5D},0904,2004-04-29,09:00:00.000000,Gate 6,9448
{F914CF87-5840-4141-87F03E6826B479FA},0202,2002-08-07,06:43:00.000000,Gate 7 E,13016
{F950AF00-FF1E-4023-926D292507F64BCB},007_20,2020-09-23,08:03:00.000000,Gate 6,6797
{F98567B6-41CF-4EFD-9A800EBAA9798370},001_20,2020-01-10,12:40:00.000000,Gate 1,7215
{F9C26F29-14DC-417E-B3443AA206431367},005_19,2019-09-17,08:59:00.000000,Gate 6,8587
{FA9EF2ED-2DD6-428F-B8BBA127A0EB6CAF},006_19,2019-09-25,09:33:00.000000,Gate 7,8156
{FB07169F-1DF2-47F0-A701D5B832A9A67F},0704,2004-03-15,10:50:00.000000,Gate 5,14275
{FB3E6651-D259-4CD3-9AD4E25EB4B54AEE},0109,2009-01-24,08:57:00.000000,Gate 5,4165
{FBA505B3-654B-42A3-92CAB70B385BCEAD},0315,2015-02-04,09:32:00.000000,Gate 6,4574
{FC7B84C4-6D66-41D2-9CB68174A9C776F6},0804,2004-03-26,09:54:00.000000,Gate 2,9087
{FCA87035-D041-44CA-AE206B5B46944183},0313,2013-01-31,08:45:00.000000,Gate 7,6580
{FCBCDDE7-A573-4421-A0F54BB46E3D33C4},0703,2003-03-05,08:28:00.000000,Gate 5,8118
{FCDD2B13-A965-4104-B211DF869E264D64},0207,2007-01-30,08:49:00.000000,Gate 4,6079
{FD15311E-B1FA-4DEF-B4C8F10D35A2C4E8},003_21,2021-02-18,09:55:00.000000,Gate 8,4800
{FD56C2C1-DF4C-4862-9D2DF3BC43C9799B},0805,2005-10-05,09:08:00.000000,Gate 6,8693
{FDA604F0-E95C-474D-B6B12C167EA65E60},1004,2004-05-05,10:25:00.000000,Gate 2,10557
{FDC72CD9-2827-45D6-8C448BB33DBE2C95},0213,2013-01-24,08:33:00.000000,Gate 3,6522
{FDD166BD-4181-4B26-8B1B5ABC1846DF4B},0104,2004-01-19,08:45:00.000000,Gate 3,9839
{FE962AD4-A745-456F-A65DB57888B528AE},0604,2004-02-15,08:18:00.000000,Gate 5,7546
{FF1B7CBB-56FA-4309-925B786756B290B4},004_21,2021-02-27,08:46:00.000000,Gate 7,4007
{FFCDFDE7-ED4A-4FC1-8DFA6A76E691D167},0603,2003-03-03,07:40:00.000000,Gate 2,8686
