recap_row_id,mark_recap_id,mark_code,fork_length,count,dead
{0CD8C702-C474-453D-AA6B754C902A2939},{8513EB03-033B-4E3F-AA44E9A582FDC0B7},B,37,5,No
{0CDC08C7-4256-4F2F-B7B2E31003B75510},{19EFB1A9-CE5B-4B31-8F0FD9DA110FEEF2},B,37,1,No
{0CE57976-7F69-4056-8F98AE5130ADDC90},{9848C4DC-78A9-4863-B8BA4C5D7B8457C6},B,78,1,No
{0CFA2247-0EEA-4173-9A48466857A29E65},{0F88874F-31CB-40C3-BAFF8619E7662820},B,37,1,No
{0D0FDDAA-76FE-4794-922C3354D9D93838},{EFFE32A6-67D7-4AA3-96E1B142E793A507},B,38,1,No
{0D220B5B-1035-454A-80648AD0DC369DD0},{BC0E3901-5FC4-4DF7-A37C4C90F5BB19E3},B,36,1,No
{0D371B34-DA64-45F1-A427B977753BFBD1},{EA419713-E052-4B9D-BBCEBCF8781D8178},B,38,1,No
{0D4EA057-AF8F-4B8E-89185B0D8D64C708},{C703A915-222F-4C96-8058124FF7457A93},B,37,2,No
{0D514828-8451-4275-B32A34C626E7F297},{081A39E7-B516-4B7C-8EF1321103FEBA2A},B,38,1,No
{0D554C0D-F0FA-4FBE-88094D84E07E45A9},{94BF674D-B36E-44AC-AF3F58E758F5385F},B,96,1,No
{0D5A6547-B402-4988-BEECC62437248047},{A7A82A22-1B5A-42D7-90F492F485D276CC},B,35,2,No
{0D674751-9D91-4BC9-9BC4EC4F877CA56D},{2F134FC5-0D16-4B30-8F9C93976A165BFF},B,37,1,No
{0D7E2E91-1E1D-40CB-B86E58648E18892A},{EA419713-E052-4B9D-BBCEBCF8781D8178},B,36,1,No
{0DB92D42-B1C5-4307-BC969DD83ED47102},{BD184B76-C827-4FF5-B2884FF1005D6E9C},B,36,1,No
{0DC1A749-1C8F-4325-AF978FC08DF598D0},{A8F79479-AEC2-4E96-B71961DFE8EFFF8D},B,35,1,No
{0DC1F9D3-FAD9-4C5D-B4F00CEA0B7196EE},{C7596D39-9C2A-4EB2-B354E782AF8E27D2},B,36,6,No
{0DC67526-E255-4D3B-80CA86A9D4A467B1},{AB32B073-9107-4F5B-B30DC2D6D3D31474},B,36,1,No
{0DCD89DD-5C33-4E4E-BD90044B8A5B4750},{4A2E6FCB-F7A7-4D8C-91002FCF8F9FE1D2},B,35,4,No
{0DE387E2-D553-4632-BDCE7C82C1354922},{86589ECB-D7D6-42D9-8E060930ED9CF9A7},B,37,1,No
{0E04A033-A8A8-4D04-AEE9E4CC8B45A8E5},{8046F300-3446-42A9-A8B0B0CE96FEB153},B,38,1,No
{0E1B3F6E-C1E5-4F5A-BF2D055165F73397},{FA9EF2ED-2DD6-428F-B8BBA127A0EB6CAF},B,37,2,No
{0E88D0D5-93D9-49EC-9B9BC79403B053FC},{0BB8C09E-0435-46B7-938F3E9DFF0975A8},B,37,3,No
{0E96FC86-36B9-4DA6-977CE96D24F49500},{17C45696-DCE5-45CF-8A378C63EB338003},B,38,1,No
{0E98D364-32E1-4FAE-BA9B7440D48017A4},{E24AE3F7-B097-403B-A34698FB36AD16B4},B,35,1,No
{0EA1E1C3-660D-4FC9-B9D37C36E6203D2C},{1BDF4968-C4A8-4861-BE445696F4A9225C},B,37,2,No
{0ED5D595-5776-425E-BEC64F4F3B76873A},{132DC4A6-27A7-4C1F-8B2856F1D752C4F6},B,39,2,No
{0EE648F3-5BB8-421E-9650AAEFEFCCDBCF},{60BEAD84-F24F-44D1-8883FCCC309B379E},B,32,1,No
{0EF91B69-5F90-4037-89B794AF9EF3F4B8},{89C59C1B-A6AD-498B-9908E95B7F96E169},B,75,1,No
{0EFCAFB1-EA1D-4067-9A907B7ADB7F9844},{9B797BFF-7ADC-4236-922D8E8E6C60DDB1},B,39,2,No
{0F407262-032D-493C-AABA2C0B58E7E8B3},{1E2C1CF1-4FA2-4FE0-97668FDCD10B8F9E},B,35,1,No
{0F44B81C-A694-475D-916278DFC487169D},{17736D7F-0EFA-4106-8E4E81E28BA664A7},B,36,1,No
{0F4F830C-B6A7-4C2E-8668A43276872F2B},{D05D4F62-B731-4FE1-895AA1DAAB34E8A9},B,32,1,No
{0F6B2F0C-20CB-4A3A-B98C8DB58B5161D4},{E9FD541C-8950-455E-A3416B5B2F872AF5},B,35,1,No
{0FA7287E-D8C8-4457-B3D7A2767C248FCD},{6C5FF566-E5C5-4B4C-A9910B4181438B36},BB,37,1,No
{0FDD9A3F-E55D-440F-B2C653B250337E71},{4A2E6FCB-F7A7-4D8C-91002FCF8F9FE1D2},B,36,2,No
{0FE791F5-7133-4D94-9FEC92C68031219F},{B21D19D1-7134-45BD-A2C9CE6A34E80933},B,36,1,No
{0FEA1EB4-B60D-40B7-8E7A7BF0E1BAA0A8},{8EAC1F7B-55BD-49A0-BCEC3EE75D3F6463},B,38,2,No
{0FFEF273-FDAD-4C60-826EE80DF26CA530},{2439BF9B-D8BC-4591-A09E53B53893EBFF},B,38,1,No
{100B6182-0B04-41FB-94126EA183D90E5F},{B555C9C4-7015-42FD-B18D1BF7E4DE72F3},B,36,1,No
{103349C7-36D0-4131-81425CC3ED78730E},{2A6D3572-424B-41CE-864A2E61AE43BED2},B,36,1,No
{10415136-6CAF-4BE7-B7EC614D0E8218DB},{B7073553-3FC9-4DCE-838EE69650AB64BC},B,35,1,No
{105D304F-396F-4D96-803EB6B899434786},{5E0081D3-21B1-445D-973285A66937ABAB},B,34,1,No
{1077BF3E-2C81-429F-9733D72023375672},{74FDE027-02A8-40EE-A23C3A8E45419857},B,40,1,No
{109CE57E-792E-4059-9F89DBC4DC3B8740},{D742B8CF-3295-4BDA-99D76F4B9425C825},B,42,1,No
{109DCB72-1E25-4302-8CA6FD1FA18F84A2},{6CD5D749-57EA-4B20-89476D73AD5AC750},B,38,1,No
{10A2AD26-AD25-41F6-B227C34F034968D5},{6EEEE149-5C94-46A9-90BC8030F849CA73},B,36,1,No
{10AC5916-12E4-4B80-BA0116AA8C6D6745},{69744936-5240-4693-9A9D73A34A471166},B,36,1,No
{10B985F2-420A-4332-958D30F79858F88F},{705E30DE-EF24-49C5-B6DF32DCD3573AF5},B,34,1,No
{10CC6613-7E45-4573-802B5325E1CAD48D},{572E7F7D-C9E3-4143-A035A425C8DCCB0C},B,36,1,No
{10DF6AF3-5030-481E-A7D660DAA38F4CA9},{DCBDA129-E467-48F2-BBCB2DC1425EAAF8},B,67,1,No
{1133F1ED-1129-4F59-810339190CDDF3BE},{7552EED7-B557-4C21-8DB651E6C9E48377},B,37,2,No
{1135E9C7-7AFF-4779-9B21CE6E04B944D9},{D3E58750-F181-48DA-82D78CE000908ABF},B,32,1,No
{115EDAA4-81A3-4FC1-A8AEDFEC2CD3F5E9},{BC37798F-AAC6-4C86-A36A445A965EE1B3},B,35,1,No
{1163A9BC-0E68-4A2C-89B99AED3F800EA2},{7E24557B-B818-4537-8C2371A2BEBC62DA},B,39,3,No
{11A13341-9087-49F8-B28C2FDF5E97AA8F},{88AF91D1-18F3-4B4C-B05F011C3EFA2472},B,30,1,No
{11BE48B1-FE19-4F01-8408D2AD8F724BF3},{15FF7DB3-C3A5-4F44-A645752AE90B929C},B,35,1,No
{11E2BC49-B4A9-4CF3-9D3EC4DFA1DF7EAD},{E8B426F3-4B84-42B8-88585E24CBBFE0BA},B,34,2,No
{122D55AC-4CCF-4400-AB054A190DF6C1B8},{C59DABA0-8796-49CE-B99982B98CD37482},B,85,1,No
{123683BC-8718-48A2-9E751DE7A0EAF930},{D7C63D41-9616-4517-A15B5BFE0F57BF93},B,39,1,No
{127F11B4-11F0-4344-B1A1A6ABFB678CA4},{CBA11028-DB77-4674-A9C6EE4327CA1135},B,38,1,No
{1294C94F-5B32-462D-9F1F668E1D7BD9F8},{0F95379B-0D78-421E-8F3440A1C9B99C43},B,38,1,No
{12A36081-40B5-46EA-9A60080BEC631727},{5E0081D3-21B1-445D-973285A66937ABAB},B,40,1,No
{12A666AD-D619-4FA1-81A41DD7DBF84F63},{DB85B9D8-43D9-4D65-BA3D650E6DEC6DF5},B,41,1,No
{12BD217A-E350-4232-97628F3500D9E065},{6A2A7CFF-B832-4E68-BE3136CFCCD136F8},B,36,1,No
{12DA84CF-5C4E-4386-A3747BE5BBF4DAEB},{6986D296-A441-4F60-9C0A29CA501D6D27},B,34,1,No
{12DF4D69-45DB-4C0E-A81DF4776C0393AD},{29D3C96B-715F-49C5-BCA62478079D4724},B,36,2,No
{12E42D8F-BDC0-4DB3-A1DBB91D5140273F},{6AADA15D-31DF-48D2-B56720F1407A60E0},B,60,1,No
{12F02833-4A53-48AD-94C0C976EA55DF53},{C6EDA0A3-6112-4ABC-BE4D2AD9F546F3C4},B,33,1,No
{12F4EAB7-B02F-4B53-A765C5B66443276C},{5C8DF740-B8EC-49A8-87CA5F6E9B3DB6C7},B,35,1,No
{131ED0DE-16B5-4823-95656763734C39F3},{319DFFEC-0846-4E5D-BAF03F2F9F1B6BEA},B,35,2,No
{13224731-EDC2-49B0-8FB063733C83FFE2},{EA419713-E052-4B9D-BBCEBCF8781D8178},B,35,1,No
{13485982-D0C1-4FA7-B3099AE98902B2BD},{BD184B76-C827-4FF5-B2884FF1005D6E9C},B,37,1,No
{135885AD-F889-401D-B26AE048F13BC2A6},{43658A38-9A7C-4FF6-B2253CE08A3433BC},B,36,1,No
{135B9127-8C1D-48ED-ACF3BDA4880D0C63},{3DF0C404-0BA2-4299-8C4262EE11738F0B},B,36,5,No
{13614D90-ED0E-4067-970B5B21AE823DDF},{921F669D-F529-4EC4-AD64881699D30C12},B,38,1,No
{1366ED02-7A23-4DA3-92DB6C1E8EF5CA3E},{654C7EFE-DA3B-43EC-8595647DC6CD86B8},B,40,1,No
{1378D98A-66FC-4509-BB85F34951C8CF2B},{B2CBA58F-D9C6-4E11-980ECC686E1A4DDC},B,33,1,No
{137EB21A-0C79-4A5A-8399731C6FA9C798},{B21D19D1-7134-45BD-A2C9CE6A34E80933},B,36,1,No
{139C5F34-70E5-4486-B5B347B4994BADDE},{1C1B8156-EB44-4542-8EB57C52A2DAA1F4},B,35,1,No
{139D07D9-070E-45D8-B8F7FEE02D5AC9A3},{572E7F7D-C9E3-4143-A035A425C8DCCB0C},B,36,1,No
{13B23174-84CB-4E11-80CD3B6A68BB9C57},{95C988D3-784A-4512-9FBE93607D646787},B,35,1,No
{13D7DE83-7E6E-47DC-A74FEF5FE24C3A06},{41D9D248-F07A-449C-98830C1AE0873747},B,41,1,No
{13EEA6C1-A926-4647-98DF9B76F3EDF853},{FB3E6651-D259-4CD3-9AD4E25EB4B54AEE},B,38,1,No
{1414718B-FB81-4FF1-9E87EBDCC6D46271},{6B823FA5-010C-46A9-927C0AAF77EB451A},B,34,1,No
{141EF9B5-3CF7-49CA-9B7F534EC32AE04B},{0965F4E4-4889-45B9-9223DE358C799328},B,36,1,No
{14380E0E-773C-42F0-BF3465BF88709BF3},{A8F79479-AEC2-4E96-B71961DFE8EFFF8D},B,37,1,No
{14428774-0689-4D38-95DB03EB0A93A438},{17736D7F-0EFA-4106-8E4E81E28BA664A7},B,38,1,No
{144DC7C6-7CF4-4C85-A9A861160B50750F},{C6ECA064-921E-4DA3-9C1419D1A3A97369},B,35,1,No
{145B9B13-9A86-44E6-BB5F2359543274F7},{EB3385A2-84D3-4145-9F83CFF7067D938E},B,37,2,No
{1460674A-D026-4A5A-95AFCD5947886045},{8739F3B4-D3C8-46F3-8E4844C36CBBB304},B,37,1,No
{147DA5AE-E833-484B-86395D08D80FE359},{3ADB9413-A1FD-465D-AD7FB5B55B5FBC72},B,37,1,No
{14C89582-4BD4-4D8D-9B265183218C3DBF},{5BD6BA45-E12E-43AB-9A1189A0118419AE},B,37,2,No
{14CE9458-299D-4EFE-AC021B15845336C7},{998CADB6-4AB1-487E-A9CF9B3B6F0697A2},B,34,1,No
{14DD51E4-29C0-4EB8-89AE50E790F02068},{274952A3-08E9-4FE1-8B1A224FC3ABB82A},B,35,2,No
{14DDA7B8-80FD-4707-9447F6CF96C2FD42},{AC4E8ED9-60FF-40DA-A754EF32525752DA},B,34,1,No
{14DED528-6B9B-4692-8247EE8FEFF4DE0C},{5B470198-A33B-478D-9D2FD2BECFBA7454},B,34,2,No
{14EEF50E-833C-4CA0-820D8880802A32AA},{B07D6085-3848-428D-8EB717D350443F3D},B,38,1,No
{14EF064C-4850-474E-95151A1A78C2B037},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,41,1,No
{150A2369-BDE4-43DA-BDF155B1736B26D5},{D3435730-B51F-40C5-87B4DE68F34C4271},B,56,1,No
{152D999D-31BD-4365-88CF34BC5F905E91},{D40BF10F-BD88-44B9-B406E6A8D1189441},B,37,1,No
{15438EFB-AE2E-4DA9-8F290A46EE696537},{6AADA15D-31DF-48D2-B56720F1407A60E0},B,56,1,No
{1584D80C-4D1F-43D1-886A5F76DDF2C2FA},{D3E58750-F181-48DA-82D78CE000908ABF},B,37,1,No
{158EE8C7-1FC0-4ACC-956EEA7B8CDA6769},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,37,1,No
{159107B0-9B1B-4C1A-913FA823BD771150},{6CD5D749-57EA-4B20-89476D73AD5AC750},B,37,1,No
{159811A9-266F-449E-8499ACC0300A4629},{1C1B8156-EB44-4542-8EB57C52A2DAA1F4},B,37,1,No
{15BA90F5-A8B5-41AD-9B34F72FF4F5187F},{66F38A63-66D7-4B2C-9084B060EF367C06},B,36,1,No
{15C32CBC-6997-46B6-B78413DDEA6C3F57},{3BE01B1D-1033-499E-802C798B37E77E07},B,38,1,No
{15E86615-1798-4967-856EE28914555F76},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,36,1,No
{160923DD-AFD2-476D-9EBDE417649F7D92},{B7073553-3FC9-4DCE-838EE69650AB64BC},B,38,1,No
{160DF0EC-CF08-41C9-9C6A8A7D27479CC7},{79C489DE-966E-41C7-9870502D16A949A2},B,38,1,No
{1622EBC6-34FD-4324-BD8D7E502C31AC17},{4DBFFE1C-4B65-424F-B78E096953E4F7FB},B,39,1,No
{163806FC-C6FA-428D-BF1F6520E9758E39},{DB0D2BF8-F670-4C47-825D8BD5D01E57E4},B,37,1,No
{165284FE-08BB-4B85-80096DE2992E2E75},{0D9111DC-027B-4373-8142313F93738082},B,40,6,No
{16680D1D-4D07-43D6-A4022BDA8081CDDF},{6A2A7CFF-B832-4E68-BE3136CFCCD136F8},B,39,1,No
{1669AADF-3D15-460D-992283E823F0C5E2},{C2FC66EE-CD4C-458E-A0DB0BF7E6AF0058},B,36,1,No
{167C5213-C9E5-4A6B-B6A3333A79FA7711},{59A39565-9CEA-4F51-9E1BEE7490C1E5B0},B,44,1,No
{167FA1A3-BB54-42EB-B0C40AF6DB28F8AA},{311A0798-0778-49D2-A58BEBF0B46B55D3},B,34,1,No
{16882E1F-C124-474C-B076DB1558FC112C},{F950AF00-FF1E-4023-926D292507F64BCB},B,34,3,No
{16944C14-8F84-4953-B11C8930ABB8B7D1},{8EAC1F7B-55BD-49A0-BCEC3EE75D3F6463},B,36,9,No
{16C7A73A-3AB5-4EE2-AB539B17102E043C},{DB85B9D8-43D9-4D65-BA3D650E6DEC6DF5},B,40,1,No
{16C8BB31-43F5-4D1E-8C7127AF9FC89428},{9712E204-34D4-4E3A-BB013C8CBD431533},B,35,2,No
{16CB4CDD-7F0C-485E-A3ADD4FA16DEAD09},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,39,1,No
{16F1E9C2-446D-4729-9AFE5EE1E575A823},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,38,1,No
{173A9F0B-1D83-4864-AF527EAB208D3758},{1C1B8156-EB44-4542-8EB57C52A2DAA1F4},B,35,1,No
{175CE4E0-66EF-46B3-913B126DE8B579B1},{1F9DAAC6-2860-4DC5-ADECF20B4B01B63E},B,34,1,No
{175D1D13-A9AF-4A7D-8AA5C344BD05465E},{34CA3F66-B05F-4067-B22DF7B5B3C0E6FB},B,34,3,No
{175E9A0E-6ED3-45C2-92E6428D583FDA9E},{D0B77976-5F59-44A3-80A3C5E6E8062ECF},B,91,1,No
{178CF73F-9F18-4C40-99147AEECFB2AC22},{93415249-4FF8-4327-BC7FD73E5137D06F},B,35,1,No
{17AEB14B-3108-464A-84F7A5B647337933},{17C45696-DCE5-45CF-8A378C63EB338003},B,37,1,No
{17D22D7C-760B-4002-8D123C3E5D695318},{33469AFA-F4DA-4CCD-B6E2E34E213B5DD5},B,37,1,No
{17E2CBFB-56B8-4D5A-8E47FDA56E8C508E},{472B341F-AB35-48AF-883C3084E1F0CAA0},B,39,1,No
{18250E3A-B247-420F-90A8A5BFF7F8632B},{1C9450C1-9FC8-47F5-B6BFD1818E175B91},B,38,2,No
{1829501A-D52A-4AFE-896F1B5A4CE3FA99},{FB3E6651-D259-4CD3-9AD4E25EB4B54AEE},B,35,1,No
{1831962E-0C7D-4FE2-93A6CD946F8E802E},{33469AFA-F4DA-4CCD-B6E2E34E213B5DD5},B,37,1,No
{18551460-EB4C-4092-AB4DF57562CCCFC8},{46228E41-96E9-4DF8-944C33484F1337AC},B,35,8,No
{18600EF6-3945-4870-9FD3C85EE4E8E8BC},{17C45696-DCE5-45CF-8A378C63EB338003},B,38,1,No
{18974A23-3049-4B94-A23D6689506EDDB0},{A7A82A22-1B5A-42D7-90F492F485D276CC},B,37,2,No
{18AB0571-7B50-48DC-9B1BBE5BCD9FF8E3},{572E7F7D-C9E3-4143-A035A425C8DCCB0C},B,33,1,No
{18ADD47D-3745-4981-BF1C909545727C1F},{839E9F6E-9583-4C06-AD04394419F09222},B,36,2,No
{18B210B8-D2E5-4B10-963905E49127302B},{132DC4A6-27A7-4C1F-8B2856F1D752C4F6},B,55,1,No
{18CE6E43-4196-47C4-A67BB37BB9178B1A},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,34,1,No
{18D0AA9C-7F38-442C-8135260029A7930C},{11220A30-36F0-488B-B58395825FFF1867},B,35,1,No
{191848C9-4D03-40D0-BB523A94E6A33286},{A43DBBC0-0D76-4DCE-BB4DA591F5F088A7},B,36,1,No
{19682735-DBD4-46B4-BF91DD20B2E8BBB0},{9314C647-3BA1-4F7D-A653F5EFA1855094},B,37,1,No
{19A7C6DA-C94D-4CEB-82E713C605276F60},{2F8AC642-92DF-4300-A1368C3F43E719F5},B,38,1,No
{19ADF8CA-099E-4373-BEB86FDB39FFE8E1},{D3E58750-F181-48DA-82D78CE000908ABF},B,34,1,No
{19B66091-5ED3-4C16-A4B69BD0BD4D7556},{C6EDA0A3-6112-4ABC-BE4D2AD9F546F3C4},B,35,1,No
{19B683AF-6161-4494-B520280479CA2F41},{82807499-0F49-4B3D-BB2852390EFCF207},B,36,1,No
{19CC0DCD-D9C1-453A-89A879B0D9BCB0D9},{4393A419-C978-4904-957B0CA43B14FA92},BB,34,1,No
{19E117AE-4E1C-418F-AB1DA39B9713169C},{AABEBE3D-82E1-42EE-ADFEAE2B4A753927},B,34,1,No
{1A3FC538-4ED0-4E87-9B8C0E53ECEE7802},{654C7EFE-DA3B-43EC-8595647DC6CD86B8},B,38,1,No
{1A59B654-EE22-40DC-9AC54554885525F1},{E55DDF1D-8CE1-4B1C-A5261D826EC85EE0},B,41,2,No
{1A666285-9397-4DEC-A655D1B1F9B8B20C},{05E88EC5-8390-49AF-AB1C77C3418B9A2A},B,38,1,No
{1A6DD6EE-687E-4699-BCCB62DCFF322F11},{F678B5EA-9062-4B7E-A0A700D79899BA83},B,35,1,No
{1A720024-0463-4814-89472E9EF7116C68},{F344A3A9-25C7-4198-A7F3FB4D78F23444},B,34,1,No
{1A76F501-BE26-4CD7-80A762B6FC6CE37D},{8B7F71B2-58CF-43BA-A6F58E815168CE6C},B,35,1,No
{1A9CE87A-2357-4CE5-B93D63D3561C5F95},{89C59C1B-A6AD-498B-9908E95B7F96E169},B,50,1,No
{1A9E173B-3A1A-4E7C-83BE538E6A48E065},{D91169E3-A594-47BF-B80987967E20E728},B,47,1,No
{1AB9E816-61F9-4AC4-920F90A1DA5F491F},{0C378336-4602-4143-9E71659B571E4581},B,37,1,No
{1AC30B29-5F9A-47CE-93E4A8B33539BB7F},{FBA505B3-654B-42A3-92CAB70B385BCEAD},B,38,1,No
{1AC6F150-9979-406F-A1F7811E3C6012F3},{F65F30EE-E3C3-424E-A6544C9B11DE8353},B,36,3,No
{1AD6920A-67CA-46D5-AA18131915E85250},{277481A7-F086-4668-BBA2E7CFCCFA71B8},B,36,2,No
{1AE0A32F-735A-4150-BB2CBD7DA86580C3},{F45C5659-AE43-428F-B65B649B35F75F38},B,41,1,No
{1B04FD7D-551F-430B-965CA7B549DCDCCC},{9428BD20-92A7-4207-9707FF3961CF44DD},B,39,1,No
{1B0875F3-3608-4AA5-AC612FEB50497EC9},{EA419713-E052-4B9D-BBCEBCF8781D8178},B,35,1,No
{1B26B31D-C464-4DA7-A60B4B6F6D87E5E9},{0965F4E4-4889-45B9-9223DE358C799328},B,38,1,No
{1B275E11-9F1E-45CF-93A1C41B159A2A9C},{B1972E02-CD20-4FFC-98CF27579B54D87D},B,35,1,No
{1B3ACFFE-9511-49CF-B71F5EA8203D4AA7},{32DE3205-1FD3-4E96-A0D74C08C9D046EE},B,37,3,No
{1B401A7D-6536-4F8B-BAF78DBF3C0A103A},{5F846704-C6B2-4AA5-87F13F6A46A47629},B,34,1,No
{1B4591C6-3F4F-4C5C-B19CE6E472C090CF},{FB3E6651-D259-4CD3-9AD4E25EB4B54AEE},B,29,1,No
{1B7234A7-00C4-4D3B-8D104F2107F08A96},{D5C21B51-6D18-4B0C-BC6D8D303B798663},B,36,1,No
{1B7EC5E1-C2C9-4D13-B24CBDF238CD2074},{A8F79479-AEC2-4E96-B71961DFE8EFFF8D},B,37,1,No
{1B8530EA-8415-4CEC-AFF7580EE8BED60E},{8E301849-359A-4CBF-B800B7A0BCA31F00},B,35,1,No
{1BB2DCC2-3C55-40C1-ABC56CBFE95A332A},{38A8A124-F75F-4472-8FF51932928924AE},B,38,1,No
{1BB72C93-F625-4C0E-A3C23D2CB6CE9468},{FCBCDDE7-A573-4421-A0F54BB46E3D33C4},B,39,5,No
{1BC2B06D-06F1-4F87-B6FFC60EC2CC7957},{60BEAD84-F24F-44D1-8883FCCC309B379E},B,37,1,No
{1BF02A27-C5C4-41F1-81D752BABE5BF6FB},{38A8A124-F75F-4472-8FF51932928924AE},B,37,1,No
{1BFCB4BC-3C14-409D-B5ACC9E9A9921CA9},{9B797BFF-7ADC-4236-922D8E8E6C60DDB1},B,49,1,No
{1C0CA627-A235-4634-9B57B0305BCB9C22},{5E0081D3-21B1-445D-973285A66937ABAB},B,39,1,No
{1C1EB972-6175-4F4B-BB2340B1F434BE90},{654C7EFE-DA3B-43EC-8595647DC6CD86B8},B,40,1,No
{1C4AD44A-00A1-406E-942D417D679C4B28},{B281867A-451B-426C-9C5EBFAFE3E81DA2},B,35,2,No
{1C5CCDDC-AF31-4EDE-A02C6EF1EFD13AE0},{1E5195A9-83D2-4968-960280628AFDDAA3},B,36,2,No
{1C5EB444-C8F6-46D3-91C88138CA5F61AE},{47A87990-720E-484C-A3C215747E143D8E},B,37,1,No
{1C72806A-BA95-4ED4-B5DC3D493EFA8D2A},{BAECE5DF-F160-4A50-8EE557B1F7B94D26},B,37,1,Yes
{1C760917-4E70-4C9C-BA049D0A595B4885},{D46A37F4-4F6E-4302-91157A0C8FD2C0EF},B,40,1,No
{1C87F7D0-7FD2-4CA0-B63FB54A1D00992B},{BA8AAE06-1049-403A-96ECCE618848D2AB},B,68,1,No
{1C8C913C-5F24-4592-9C90F3C1BD5AE175},{EA419713-E052-4B9D-BBCEBCF8781D8178},B,37,1,No
{1CDD14E0-B4B6-4AD9-AA90285CB21B4ABF},{B182F945-7EAA-4BA8-9893F8599F9475D6},B,34,1,No
{1CDEE040-EE6D-4B49-A78CC6D636DC10DE},{60BEAD84-F24F-44D1-8883FCCC309B379E},B,35,1,No
{1CF6D94F-EB71-4F94-8B52E89A41223277},{E8B426F3-4B84-42B8-88585E24CBBFE0BA},B,48,1,No
{1D16F60B-4CF5-4E75-B12E666AFC2C37E4},{F8E2EB58-7176-4FDD-8D04447820067C5D},B,68,1,Yes
{1D26E047-1B5C-4531-89D5BE013E5BEEC5},{79C489DE-966E-41C7-9870502D16A949A2},B,38,1,No
{1D2EF018-7E8A-490B-AD81C62472A21A64},{B555C9C4-7015-42FD-B18D1BF7E4DE72F3},B,38,1,No
{1D5746B8-4E89-4E16-B8D4EBDDE820C6D8},{1C262F86-8E20-40BD-8D41D1488063E104},B,34,5,No
{1D63CD89-B3DD-45E7-AF00068715E762C3},{C6EDA0A3-6112-4ABC-BE4D2AD9F546F3C4},B,34,1,No
{1D769836-860D-49E1-898240B529A9F1B8},{845CB458-D7AC-48EA-96F2603F7FB01D8B},B,36,4,No
{1D9E60D1-9AA2-41B5-BD237A3FC8BF1DBB},{F8E2EB58-7176-4FDD-8D04447820067C5D},B,68,1,No
{1DA50627-59C1-481F-A9C133086DF82B91},{960C3B47-5D03-490B-8395D7D0AC9FF4C9},B,38,1,Yes
{1DAB2DB6-6697-441A-A1A30A2370314F0A},{069EF792-14D1-49D1-8E13FC04AA0083A0},B,33,1,No
{1DD5F4C5-247F-444B-AA5D849BC66F91F2},{BCBE2314-D4D6-485D-AC47CE5D98637565},B,37,1,No
{1DDD7954-2306-46F8-8460F0253E56EF17},{EFFE32A6-67D7-4AA3-96E1B142E793A507},B,36,1,No
{1DE76045-D2C7-4EA6-AD026E829A27FA9E},{0000000F-0000-0000-0000000000000000},BSDO,108,1,No
{1DED8F14-3C7C-4EC9-8537EF167A7319DA},{8513EB03-033B-4E3F-AA44E9A582FDC0B7},B,34,3,No
{1DF05AC3-77D5-4A06-8DDB50DA5C953713},{081A39E7-B516-4B7C-8EF1321103FEBA2A},B,37,1,No
{1E0CB3E5-059E-4275-AA522A4983758EB7},{03B671EE-BB46-4778-8C2FB89743CDF280},B,36,1,No
{1E3498FF-D443-4FEE-93C9A6F9F1D9D3E9},{9E06C465-C82D-473F-B2D654A505AFE593},B,81,1,No
{1E42A863-932D-4326-99C39DF9133A5809},{D0B77976-5F59-44A3-80A3C5E6E8062ECF},B,71,1,No
{1E66D72C-C000-4C31-8721B345AEA52F08},{3DF0C404-0BA2-4299-8C4262EE11738F0B},B,38,3,No
{1E6F84DD-8E4B-4FE8-B1B3D0C453E19BC2},{0F95379B-0D78-421E-8F3440A1C9B99C43},B,39,1,No
{1EA5C240-3E95-4EEC-9E15CE6BFDC6B881},{15FF7DB3-C3A5-4F44-A645752AE90B929C},B,38,1,Yes
{1EB90455-4551-48CC-867D5BE2F984AF09},{8E68672F-F057-44F7-9CD02F0165DFFDFB},B,36,2,No
{1ED63B49-A130-406E-9A3B32207AF7D035},{FBA505B3-654B-42A3-92CAB70B385BCEAD},B,38,1,No
{1EF1074C-835D-470B-B6F4B6C5D5246BC8},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,35,1,No
{1F22B56D-1EE5-4D13-98EE2609725E8B50},{43658A38-9A7C-4FF6-B2253CE08A3433BC},B,38,1,No
{1F326569-C948-4182-84FA63418F90613C},{A305946F-5498-4DF5-968D552786D83102},B,65,1,No
{1F3F06AF-524E-4BD8-B9F43644FE46D86B},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,34,1,No
{1F714A98-0A9F-4BFB-A08FC0C13639972E},{37294A06-11BD-48F8-893A7B51E7F4B4DC},B,38,1,No
{1F7E5D39-B4F9-4F62-B8304ED191DCCC44},{52C94305-B672-4735-8207296F6321F59E},B,36,6,No
{1F818300-8006-4B81-9537CBE2071B626C},{E55DDF1D-8CE1-4B1C-A5261D826EC85EE0},B,37,4,No
