recap_row_id,mark_recap_id,mark_code,fork_length,count,dead
{1F8733EA-A859-41F8-BE10C493D16B56BC},{93415249-4FF8-4327-BC7FD73E5137D06F},B,35,1,No
{1F876206-048D-4FFC-951DE97DEF7CCF96},{4ADF8CC7-FFDE-4BCE-BED71BD23BFFC535},B,32,1,No
{1F97294B-CE9F-49E0-B51907641F877635},{60BEAD84-F24F-44D1-8883FCCC309B379E},B,35,1,No
{1FAD1D5D-457E-4379-97A49696C3F10954},{B032121D-8D65-474D-B5B4AC0E55E175AA},B,37,1,No
{1FC235DD-F0AF-44AE-B4D00B36D4B34548},{60BEAD84-F24F-44D1-8883FCCC309B379E},B,36,1,No
{1FDA42A3-4955-4825-9D770971FE7201B3},{D3E58750-F181-48DA-82D78CE000908ABF},B,38,1,No
{1FF32F61-F633-49B5-93F75B344E37BB34},{0F95379B-0D78-421E-8F3440A1C9B99C43},B,38,1,No
{1FF84BE6-A68C-4D05-A742E4A962D64E45},{4A9AE756-92BE-4135-8B40EDE6EF6100AD},B,37,2,No
{2000C895-CD9B-43C5-8D6108CF027CD46D},{705E30DE-EF24-49C5-B6DF32DCD3573AF5},B,35,1,No
{20122E01-6B52-4271-B6D9A6CA8B5553A4},{3ADB9413-A1FD-465D-AD7FB5B55B5FBC72},B,35,1,No
{201F99EC-5B7E-4932-A87CF75D2879BDFA},{DBF2D4E6-8EFA-419D-BBA7B9137696C097},B,34,1,No
{202A2A6E-DACC-4252-A9570A97E7FBD2DC},{0389D1AD-99C8-4C99-9484E3CE138967AC},B,37,6,No
{202A7836-E862-4D27-863E58CCB0EC6656},{F4599F1E-EB25-4237-946DFF9D3A980AC3},BB,37,1,No
{20349A40-E1C2-4C84-973A5D4BE1C657D1},{11220A30-36F0-488B-B58395825FFF1867},B,39,1,No
{204AC142-3A93-4C6E-848A6F144793228D},{5B470198-A33B-478D-9D2FD2BECFBA7454},B,43,1,No
{20623040-D147-46AA-93B16F3010DCA877},{C873E5A1-3D5A-4E2C-8DA53C551C0916AC},B,38,2,No
{209BBE42-541A-41E2-BE0F6DC74B25659E},{0D9111DC-027B-4373-8142313F93738082},B,39,5,No
{20B1739F-4ADB-4425-94D592EC09F30F53},{8046F300-3446-42A9-A8B0B0CE96FEB153},B,36,1,No
{20BC864B-3693-43E2-9D837EE60B23782E},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,39,1,No
{20C0520C-E2B1-406C-B1E3F0BBB3D40C49},{B2C1CCB0-6D33-44D4-B99A52FECEBBF9A2},B,37,1,No
{20DEFFFC-38C7-408B-A33E30B0C4E295F1},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,36,1,No
{20E1656E-7865-486C-9A4332D4B8A52F77},{F09928BA-BBCB-4525-881E21C60D9B9D00},B,70,1,No
{20E44D93-24F2-4119-83CA148D43E0E839},{3E950AA6-C28A-4DB3-B567DA69A4264895},B,36,1,No
{20F34B9C-2903-4EA3-ADB0B6D067BED125},{E16C214F-AEF8-469D-AB02E46B37320F26},B,38,1,No
{20F62974-6620-49AF-B6044A5450B2CFCF},{02B651BF-26EA-4CED-BBB65A031AB379AB},B,36,1,No
{20FA2908-730A-4F01-8C60B03331B6CCA6},{74A6BA03-7E12-4134-8C3891F4D3B9D479},B,40,1,No
{213A610E-A7F7-4A3B-986589210346F2A1},{95F2CA65-BE33-421A-8F2CCF7EF21AD65D},B,32,1,No
{214AE8EC-84D6-4E18-A3FF47350CA90ADF},{DB0D2BF8-F670-4C47-825D8BD5D01E57E4},B,31,1,No
{21694416-FCA4-4262-A0CFC7E85F806C69},{D80CD78B-7E48-4F84-B2D5FD88E7551FCF},B,38,3,No
{21695090-36CE-4311-AF87209E1C3F7E98},{705E30DE-EF24-49C5-B6DF32DCD3573AF5},B,35,1,No
{2171EA1B-06A9-4615-8960EECA2C97FADA},{8EC14A43-B4BD-44AC-8262A631B3BC467B},B,35,1,No
{2172E57C-2B1E-4904-A338FA185EA0BB2D},{03B671EE-BB46-4778-8C2FB89743CDF280},B,37,1,No
{2178225D-4A14-4352-B6F2A1393C621F77},{CBA11028-DB77-4674-A9C6EE4327CA1135},B,39,1,No
{21A11EDF-BC73-4A56-94914538594B6169},{1E6F11C6-783B-4ED0-9E20E26FC9EEEC62},B,36,1,No
{21C74B6C-21EE-487B-9587A9F4C023CA33},{9744A9BB-E671-4AD8-B1FAD68283A68B15},B,35,3,No
{21CBAB13-D32E-4DC6-8B24333D3EF872DB},{6A2A7CFF-B832-4E68-BE3136CFCCD136F8},B,38,1,No
{21D2E5C4-A921-4B26-B27232B793867F6F},{C6EDA0A3-6112-4ABC-BE4D2AD9F546F3C4},B,38,1,No
{21DF3C34-AC21-4A04-808ADADA081E1D63},{B1385A47-8D23-4E85-B75BB07D5F74041D},B,35,1,No
{21E1E5E7-52B7-4052-A55B8C4CDC4A4619},{94BF674D-B36E-44AC-AF3F58E758F5385F},B,78,1,No
{21E20A98-7216-46DC-970B8070D3995DC3},{C3E2215D-BFD7-4BE8-B6852D06E00FF320},B,37,1,No
{21E26AAD-3395-46F0-8F06EC96C85A80EF},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,39,1,No
{21F32FCE-E92F-418A-99DCFEF963D66371},{5EBD5901-156A-4A60-82F820584287A435},B,34,1,No
{21FA24C0-8282-4B73-A70DEE807126F219},{B1385A47-8D23-4E85-B75BB07D5F74041D},B,34,1,No
{21FE98E9-B969-4185-BBC730234FD77AF3},{4DCA906B-191B-41E9-BBCECE4027437A93},B,96,1,No
{221C6BA5-283F-4DD0-9110C38DB53FB7C1},{DA3103D1-E385-4B90-81992643DEA049AE},B,36,1,No
{2225FA4A-06B5-47FF-A7C0D1D53DC64291},{B182F945-7EAA-4BA8-9893F8599F9475D6},B,39,1,No
{22283C55-970C-4F88-A6EA35088822D531},{6EEEE149-5C94-46A9-90BC8030F849CA73},B,37,1,No
{222FD02E-C9B7-4BA1-B3AC696C2DB15572},{1D1A583C-E684-4FF4-B5AA9720317489EE},B,24,1,No
{2233AF31-FE79-4B6D-B92CEF5D8DC97F9B},{D3E58750-F181-48DA-82D78CE000908ABF},B,35,1,No
{22493002-A2F7-4EA4-B76A4DCECD48E6B1},{0D1C0ECC-BDC0-4C11-9CF9F3CDF838E3F0},B,38,1,No
{224BD096-3552-4802-B2EF54A2A21074D6},{E380001D-8EA4-4508-B2902A7B616696AB},B,35,1,No
{224CF6F8-2AD5-4361-819CC87648EC3DF1},{EA419713-E052-4B9D-BBCEBCF8781D8178},B,36,1,No
{224E5F7A-FEC2-49E3-B5EB0A2EB1D1EF25},{B7073553-3FC9-4DCE-838EE69650AB64BC},B,37,1,No
{226FF08D-00A1-44F5-98F1CA9D164706BC},{D5C21B51-6D18-4B0C-BC6D8D303B798663},B,40,1,No
{22742D2D-2AEC-4383-B252ECB09270B224},{8C585A6E-710E-4A8A-B498EADEC246BBEA},B,37,1,No
{22B1D908-E390-45FA-A6BE858694F97B2F},{EA419713-E052-4B9D-BBCEBCF8781D8178},B,34,1,No
{22B75B32-47E3-41E2-B26BF0C2BEAC0FD1},{B182F945-7EAA-4BA8-9893F8599F9475D6},B,35,1,No
{22B838C4-00FA-4049-9A509A32E0A05481},{845CB458-D7AC-48EA-96F2603F7FB01D8B},B,38,4,No
{22C5B785-2D29-43F3-80CB9239D1F68BE8},{87394E2E-9A4D-4298-B78A350B135FCA88},B,38,1,No
{22CA7E3B-7EBD-4D2E-9DAB5A8AB3B60C4B},{B7869571-A4A4-4029-885D9D5B68C82234},B,35,1,No
{22D3374E-AE6C-4BDE-A8EA8A4D374967BC},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,38,1,No
{230009AA-2C20-4497-91ED4AA4FAB96815},{5EA8B081-B738-4ABB-B66888AE0ACB1C72},B,64,1,No
{230E1949-242E-4156-93892D95A69A5448},{41D9D248-F07A-449C-98830C1AE0873747},B,38,4,No
{231DAF06-D3AD-496B-BF67F9A3DD8548F9},{F099BB42-0064-4894-A382B9F2F6EF1385},B,36,1,No
{232B5C5B-7EFA-4F44-BD3DEED2D291A539},{D5C21B51-6D18-4B0C-BC6D8D303B798663},B,37,1,No
{233098A2-AD45-4596-A70CD2F1230C96CD},{5215543B-93E8-403D-9AC7E8EBB094D4FC},B,39,1,No
{2363C7C3-45C1-4692-8EE6F34E70D04FEB},{FE962AD4-A745-456F-A65DB57888B528AE},B,39,1,No
{23786F01-74EA-43DD-B6A116A469CCE2D6},{B182F945-7EAA-4BA8-9893F8599F9475D6},B,36,1,No
{239460A2-F034-41F0-9A00AA5BCAA551B2},{054A88B2-7B7F-4743-97C27667FFF31E4F},B,41,2,No
{23A5F83F-A88B-4FE2-A732BCE7D78A5D6F},{6FFA1E21-C661-4D6B-860A2DBC07BBA8C0},B,36,5,No
{23B0FC8B-A91E-4A8F-84259BF809C05C70},{50FFF599-B1DA-4A18-895EE4C310806D50},B,37,4,No
{23D4A97D-3456-4DF2-988075965DB72D97},{43658A38-9A7C-4FF6-B2253CE08A3433BC},B,39,1,No
{23EA8429-2182-4060-B411EF3968B1909F},{1F9DAAC6-2860-4DC5-ADECF20B4B01B63E},B,35,1,No
{23FF31A0-F249-4A8F-93C338C76EB26847},{E24AE3F7-B097-403B-A34698FB36AD16B4},B,36,1,No
{2413A310-796E-4441-9E6EA3D91F4DAE7E},{F678B5EA-9062-4B7E-A0A700D79899BA83},B,34,1,No
{24292DC9-CA22-4F49-A4B8B91CCAF9B0B4},{1AC92B49-24C2-4D12-A16481C81428823F},B,35,5,No
{2447C29B-82DB-4BC8-938CCF4E661B76FB},{DB0D2BF8-F670-4C47-825D8BD5D01E57E4},B,33,1,No
{244A4F50-856E-4BE8-A75D438234331B70},{4393A419-C978-4904-957B0CA43B14FA92},BB,36,1,No
{244AFDA7-8E76-4D4F-81A18B9BCB6BB148},{CC2CFC48-C295-4E99-9EA5EEEE87D35F6E},B,33,1,No
{244E10C1-FB4D-45EC-955A243FE5E5D2A6},{FC7B84C4-6D66-41D2-9CB68174A9C776F6},B,41,1,No
{24543031-2FDD-4AF2-B57C7A52FB9C3B6C},{94BF674D-B36E-44AC-AF3F58E758F5385F},B,95,1,No
{246F9FA3-66EE-46A7-9E7D5E9707188496},{EE36C864-8D1D-4BA5-B63E82DCC281261E},B,37,1,No
{24716E9F-A4C5-486B-9C29809F2551B41E},{F950AF00-FF1E-4023-926D292507F64BCB},B,35,5,No
{24B5E917-A4DF-4F56-8802DC3198F6438F},{6B823FA5-010C-46A9-927C0AAF77EB451A},B,40,4,No
{24B743C7-5DC5-4D45-B821E066F2D6F14F},{3C2F69AA-ABD2-4B14-85B71A1B72119498},B,35,1,No
{24BDE741-46FA-46DA-AE84F8C34D5ABB30},{750DF2BE-4288-446B-A2A672B14A479409},B,36,1,No
{24BE80F4-B144-4CE0-B69E51E9BCF4751E},{66F38A63-66D7-4B2C-9084B060EF367C06},B,38,1,No
{24DF1E1C-20E1-4662-B7601832E77F9C38},{705E30DE-EF24-49C5-B6DF32DCD3573AF5},B,30,1,No
{24E504E0-EE01-4D48-BCCE0F6BC5FF07C6},{4BC9DBF5-1BB9-41A9-929A0B46AFA22B48},B,33,1,No
{250E7F6D-C37E-4751-828700C538DAC037},{86E40563-8B43-4BA3-98BD40D9B20BAC25},BB,33,1,No
{2523C726-FC28-4A9F-BB80CF8D0AF25BD8},{6BC06015-15A0-4EC8-A1FA5244E184191D},B,39,7,No
{254DF651-7547-4C22-AF8B67AFE9911B09},{3457C92E-D933-4A85-A34111E78F4CB76A},B,38,1,No
{25535D34-0368-48C4-92665B29DCF63527},{D3E58750-F181-48DA-82D78CE000908ABF},B,38,1,No
{25566372-5B0F-4211-8110DCDAF1232F7D},{800E6A48-01AE-4577-915CBDFB2B3680C8},B,36,1,No
{2565B6C0-11FC-4A73-B039357E8166C47A},{0CAF0773-65D4-4159-9E064D79809291EE},B,37,7,No
{2576F609-F696-49F4-87027AFB7F92788A},{054A88B2-7B7F-4743-97C27667FFF31E4F},B,35,1,No
{258B386B-726D-4F7C-A4BA786C1949D3B6},{D0FBED64-DF74-42D5-8055CC60FF832540},B,33,1,Yes
{25B8F872-86BD-4FEA-A344E462D395D228},{4630A535-15C5-4A07-8F936A89E723EBDC},B,36,1,No
{25D43248-E776-405B-9B7F31538D85FC84},{B7073553-3FC9-4DCE-838EE69650AB64BC},B,36,1,No
{25D4C786-D899-4748-A95B8045E2E28070},{4393A419-C978-4904-957B0CA43B14FA92},BB,35,1,No
{25FB27A7-000D-4B23-8C1553C60A270B29},{4393A419-C978-4904-957B0CA43B14FA92},BB,37,1,No
{2601F37F-AB29-4CC5-93AAC94C24744D7A},{B50CA57D-037C-4D91-8185B62AE5AFA9BF},B,38,1,No
{261D9A53-7C40-433F-9420B5D96DB012A7},{2A6D3572-424B-41CE-864A2E61AE43BED2},B,37,1,No
{2623A1DA-DF6E-4782-A00CBEC3BDA6BC57},{DF73AEC0-A06D-4F18-A1F5D3061AD8A77F},B,52,1,No
{2657B627-E617-4779-922826A63DD0B6B9},{9744A9BB-E671-4AD8-B1FAD68283A68B15},B,38,1,No
{267EA4BF-4258-47DE-A3183C8E7A0A6AB7},{5EC68B8C-D74B-45E4-B6600EEC5EC7072F},B,36,6,No
{26806A28-3BDE-4025-80C37D2030A2ADC9},{0965F4E4-4889-45B9-9223DE358C799328},B,35,1,No
{2692F853-F809-4339-B89513FE114CF38A},{FBA505B3-654B-42A3-92CAB70B385BCEAD},B,37,1,No
{26A44FA5-9178-43E4-B47133193967D6B2},{705E30DE-EF24-49C5-B6DF32DCD3573AF5},B,35,1,No
{26D1048B-3781-48FE-83DB20CD7EBB6C21},{054A88B2-7B7F-4743-97C27667FFF31E4F},B,39,5,No
{270D02FF-88CB-4D43-8B17A0C3CFD48CA7},{B555C9C4-7015-42FD-B18D1BF7E4DE72F3},B,38,1,No
{27229456-D8A1-4F6B-B545EADF927B91F0},{38A8A124-F75F-4472-8FF51932928924AE},B,38,1,No
{2747A64E-B079-4630-B87909B92A19EE92},{C05436DE-46E9-421C-9E5171C75C50A563},B,37,1,No
{275BF224-634B-4701-A6F3B89ECE71C4EB},{B7073553-3FC9-4DCE-838EE69650AB64BC},B,36,1,No
{275D08EB-CA67-46A5-B79EC927E8B4BAF9},{1D1A583C-E684-4FF4-B5AA9720317489EE},B,39,3,No
{2762CBFE-C2ED-4034-AF6C799152C79FD5},{32DE3205-1FD3-4E96-A0D74C08C9D046EE},B,38,2,No
{2767C9A8-A7E7-4B56-BC01BA1013913940},{15FF7DB3-C3A5-4F44-A645752AE90B929C},B,34,1,No
{277541AC-849A-4347-873522D81A2758E9},{CF829281-EB7A-48C6-BF60D38A46DBC682},B,73,1,No
{277ED67D-8D98-4C84-925E82316018E639},{7E24557B-B818-4537-8C2371A2BEBC62DA},B,36,1,No
{2783B41A-0326-4471-8443F637EA4F739A},{D3B75720-DEFB-49C7-B4463DCC689E0AA7},B,36,1,No
{27A7A08F-3AA9-4C88-BF1EC871E1C3EF5D},{88F7C084-5761-4DA0-8EE3CA152B0E9563},B,37,1,No
{27A80C06-64E8-472F-85F91962E5C3B832},{60BEAD84-F24F-44D1-8883FCCC309B379E},B,37,1,No
{27B8C805-7CDB-4BCE-9829D26F581B9C97},{B570A472-086D-4F91-B449791E9012A74B},B,37,1,No
{27C09917-7BCB-4264-BD5D5DE1660FCB44},{74FDE027-02A8-40EE-A23C3A8E45419857},B,37,1,No
{27CFC30C-04D8-4C64-AF6F503AAF832EFA},{74FDE027-02A8-40EE-A23C3A8E45419857},B,37,1,No
{27F8D1ED-CACE-4F84-9D200AC3A9288ABC},{D3E58750-F181-48DA-82D78CE000908ABF},B,34,1,No
{2820269A-6A01-4099-BA2A7BB78A17969E},{6CCC6278-91EF-41EE-84152DF208C0A443},B,38,1,No
{282368E1-24B0-435F-8D5C7D1E9A4C0788},{5EC68B8C-D74B-45E4-B6600EEC5EC7072F},B,37,3,No
{2832147A-B310-4E32-BB5218B6A86B79FB},{705E30DE-EF24-49C5-B6DF32DCD3573AF5},B,35,1,No
{283C7A35-EAF7-4DA7-877A33353F64F080},{AE94676A-EE84-41B8-8583A3B4E9739A70},B,37,1,No
{2841443E-DE9B-422C-86BDA91DBABF0AC3},{6A1B9808-B4BA-449B-99B5EF90970B1A2A},B,38,1,No
{284821FF-49C7-418E-938F14ADFBD43C26},{875B9DDC-A9EE-4582-B18390E4C2C34919},B,35,1,No
{285473DF-E5CE-43B1-A0833459559BC05B},{1E6F11C6-783B-4ED0-9E20E26FC9EEEC62},B,35,1,No
{285AF005-96EF-45FC-9C4AB8B656E12015},{0F95379B-0D78-421E-8F3440A1C9B99C43},B,32,1,No
{285F5EE5-2BDB-4E08-AD83CD13FE33B95A},{1B93B562-FB2C-440E-925DFBF278ACB57F},B,51,1,No
{28912AC3-4D9F-4186-B5763D0B86E84EFF},{B97A6CA1-D466-49A7-840A6B55D3237416},B,86,1,No
{289FD434-35F7-4095-A886BFCD88E94458},{9314C647-3BA1-4F7D-A653F5EFA1855094},B,38,1,No
{28B6A9AB-55E0-43DF-941CA8AA223B4212},{642E0431-19BB-4AD7-B0D72D97584E52AD},B,34,1,No
{28C76C2B-9314-40D6-A0085115B5F71890},{F155F89F-C412-4C5B-834172D3F1B759CA},B,33,1,No
{28C898AE-A72A-413D-8C1BABBB588E1CD5},{5797E450-EB8A-4E8A-B82F01DA5BE074FF},B,36,1,No
{28E2D8E3-44C8-488F-A37F9A2E8D77414F},{7552EED7-B557-4C21-8DB651E6C9E48377},B,35,2,No
{28EFF042-0A72-4C16-A4D0753B758D0503},{37793F57-C5D4-43F9-B25776B68DA60CFC},B,36,1,No
{2905E471-3F0C-4FFA-8FB9B00A5BC05735},{B66E1685-DC06-4198-A1D9F1C10EA0821A},B,34,1,No
{29112764-22E8-4525-8BFF69CCB54BE8B6},{D5C21B51-6D18-4B0C-BC6D8D303B798663},B,36,1,No
{29623BBF-2312-4AFA-B940B7A07C6386DC},{7749B3A0-5CEE-44E9-BC1ADBE247BAE95A},B,40,1,No
{2986FE8B-8D44-45F1-A2D935FDE4C0A579},{A305946F-5498-4DF5-968D552786D83102},B,79,1,No
{298BF458-7D38-4846-9F151150D01B63E6},{17736D7F-0EFA-4106-8E4E81E28BA664A7},B,35,1,No
{298DAF8D-9102-4BBE-B3CFA8455EB28C46},{5EC68B8C-D74B-45E4-B6600EEC5EC7072F},B,35,1,No
{2994EF11-B3C1-4DFF-954558A964BD0290},{56A2ED92-907C-4D86-AC649274C13662EB},B,39,2,No
{29C3CD76-151B-4D2B-88ED4E47E5D0C8E0},{22193265-C01E-4A0C-8BDDCA249ACE232E},B,62,1,No
{29C3F604-4274-4488-A923FE543A8D2F1E},{6EEEE149-5C94-46A9-90BC8030F849CA73},B,34,1,No
{29CC5600-B82B-4384-BEBD1C0704B61480},{AEB8CC95-470A-445C-9915927692EA0219},B,38,1,No
{29D21E3F-05E4-4B0F-85CC4C2078C98194},{B555C9C4-7015-42FD-B18D1BF7E4DE72F3},B,35,1,No
{29ECB877-1543-4DA4-BCE0E27C0B7519E9},{B21D19D1-7134-45BD-A2C9CE6A34E80933},B,36,1,No
{29F8211B-11ED-482C-B589F881FE278A36},{3CC1387E-3FF8-4275-907409D15341FB2D},B,37,2,No
{2A0764B9-E8A3-40AA-BE5B843E4A516C80},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,39,1,No
{2A0BF2F8-D2DC-4E74-9B651606E0292183},{DB85B9D8-43D9-4D65-BA3D650E6DEC6DF5},B,38,1,No
{2A21C806-D81C-4BE5-81ABC4EEFB2D4FE4},{D70A480B-DA4C-4B64-81FE44E9B3B330A6},B,33,1,No
{2A66C543-C8B7-4F19-896416B9C906DD10},{E8F06C36-3FCA-40D3-AC9352C9A710B3AE},B,37,1,No
{2AB5E62D-31B1-4882-82013802EAA76B38},{2B3E1C4D-4DEA-4B33-9D0CC13E2973ABCF},B,40,1,No
{2ABA86A1-79E8-4022-BE28A8623FA20FC8},{E3639C7E-98F5-4677-AC8BA3A12B9CAB3A},B,38,1,No
{2AC0CEFD-D45C-4286-864BA5F83100EE03},{F37BD3E9-B7E9-4B9D-BEA4798DA704077E},B,36,1,No
{2AD02E79-B6E7-4A4B-856DDE9E6A358197},{80801AAE-027D-4481-ADF751F47FC117A2},B,36,1,No
{2AD54826-E513-4F80-8DBFB06DD90F606C},{8EAC1F7B-55BD-49A0-BCEC3EE75D3F6463},B,34,1,No
{2AE7375B-2010-40F3-A1856BCF8AF6D8D4},{54369D0D-5E58-43CD-A0FF8D5871AD27BD},B,36,5,No
{2AF71271-0DD0-4061-9910057C43658B22},{4393A419-C978-4904-957B0CA43B14FA92},BB,39,1,No
{2B00E15B-1DED-413E-BF37163E32574FBB},{495E4210-B94F-4A22-AB27CD83422FB7EE},B,38,2,No
{2B053E00-33D1-4230-BAD3D07991D938D9},{9314C647-3BA1-4F7D-A653F5EFA1855094},B,36,1,No
{2B1C1EBD-30A9-42B1-AD3F477A9CEDF148},{BE3500E7-7EC5-49FF-8F71AAC1F9AE616D},B,37,1,No
{2B200E3E-BC41-4A09-B5A09AA9D9849B17},{93415249-4FF8-4327-BC7FD73E5137D06F},B,33,1,No
{2B412E50-912B-46ED-93D89D0D15A4EB35},{0E0763F5-5DAB-4746-A5F1DEC0FFBF48E2},B,38,1,No
{2B4416CA-B141-4B25-9577688D8E4AEA39},{7ECF2D43-8828-4A66-95CBE08F7AADFB37},B,39,1,No
{2B66865D-5655-4C90-9397E567100CAEC5},{B555C9C4-7015-42FD-B18D1BF7E4DE72F3},B,37,1,No
{2B75AC62-98AB-4251-B381BE348FE04348},{DBF2D4E6-8EFA-419D-BBA7B9137696C097},B,37,1,No
{2B7BF321-684F-4C2F-9E1099E1C1385A03},{66F38A63-66D7-4B2C-9084B060EF367C06},B,35,2,No
{2BDD55F4-9508-4EB6-BD9B6764079680C1},{6CD5D749-57EA-4B20-89476D73AD5AC750},B,35,1,No
{2BDE69A1-3119-4C8F-9D6264A0705FD091},{37793F57-C5D4-43F9-B25776B68DA60CFC},B,37,1,No
{2BF4591A-324C-4476-A8D5A4F5C02D73EA},{23B01F9A-CEDC-4827-9371860A903B6A84},B,38,1,No
{2C123A18-77AA-4534-B11846FDA6D0A5CA},{DA3103D1-E385-4B90-81992643DEA049AE},B,42,1,No
{2C18B3C1-5116-4B02-AC6DBD2286155AF3},{60BEAD84-F24F-44D1-8883FCCC309B379E},B,35,1,No
{2C214964-1FFB-4877-B082E74FB503FA74},{081A39E7-B516-4B7C-8EF1321103FEBA2A},B,38,1,No
{2C467211-40BF-4965-85FEDC5B8D0648C7},{1C9450C1-9FC8-47F5-B6BFD1818E175B91},B,36,1,No
{2C506724-FB5A-43FB-8F30C76AF43EC14A},{7DF10D79-40C4-4E69-BF48520FFC0B1E51},B,35,2,No
{2C5233C6-B838-4D7A-BC3433EA7AEA5082},{069EF792-14D1-49D1-8E13FC04AA0083A0},B,35,1,No
{2C7F3F7B-098F-429F-A8961DE7C30B3CBE},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,37,1,No
{2C94CC7D-3A01-414A-A372992E123FA041},{0F95379B-0D78-421E-8F3440A1C9B99C43},B,41,1,No
{2CAB18FB-EA00-4453-883DCEB9DEDE19F2},{70BC64A2-F4FA-495F-9D0CEE586E5B0883},B,35,1,No
{2CC5B9B7-C6ED-43F7-A357A3092E6C9C99},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,34,1,No
{2CCC2BD6-C5EE-4232-AA2C4E8E5DAFDADE},{B570A472-086D-4F91-B449791E9012A74B},B,39,1,No
{2CCE37E3-7DF6-4FF9-A29CBDC1874023D4},{B1385A47-8D23-4E85-B75BB07D5F74041D},B,36,1,No
{2CE78017-EDC5-4AC2-B323AC5B3B03A920},{D91169E3-A594-47BF-B80987967E20E728},B,35,3,No
{2CEE1C1B-811D-4EDF-B7A8CDE28D8BC7C2},{F98567B6-41CF-4EFD-9A800EBAA9798370},B,38,1,No
{2D0C3415-93BE-464D-AA2E40BB2C0B48B4},{17C45696-DCE5-45CF-8A378C63EB338003},B,38,1,No
{2D14B6D3-340F-42B8-881FD667688BAB20},{654C7EFE-DA3B-43EC-8595647DC6CD86B8},B,36,1,No
{2D23C6FD-E101-4AB7-A67B7F54062BE7EB},{42DE38C3-1476-4F21-9313E153568E6FD2},B,35,7,No
{2D538712-9039-4EDE-B3E4E2E121BD92A7},{0F95379B-0D78-421E-8F3440A1C9B99C43},B,34,1,No
{2D5D61D8-4B97-4576-9198F728558E528A},{B50CA57D-037C-4D91-8185B62AE5AFA9BF},B,35,1,No
{2D630D20-05DC-48B0-80CE1B8DCE5DA836},{DA3103D1-E385-4B90-81992643DEA049AE},B,35,1,No
{2D67C2C7-4494-459A-88640164DBB06D67},{60BEAD84-F24F-44D1-8883FCCC309B379E},B,36,1,No
{2D78AFF6-005F-4B2D-8F5E6831D5A0683B},{5C8DF740-B8EC-49A8-87CA5F6E9B3DB6C7},B,38,1,No
{2D7A66B1-D58F-4916-BF0B68AFE0EC2507},{941CDEDC-5B5D-4529-96E3E3C9B6ADFB4C},B,37,5,No
{2D848BEC-D8A7-483B-A55AAE8AD4E346E5},{FB3E6651-D259-4CD3-9AD4E25EB4B54AEE},B,40,1,No
{2D8F62BD-325A-4B6E-AE9296BF04AE5609},{FDD166BD-4181-4B26-8B1B5ABC1846DF4B},B,36,2,No
{2D9A052B-5DC9-4BBA-B3C7068D0288C9EC},{D0B77976-5F59-44A3-80A3C5E6E8062ECF},B,84,1,No
{2DBE65C7-E3E1-4A4F-8EB968BED4185854},{5EBD5901-156A-4A60-82F820584287A435},B,36,4,No
{2DD1391B-70C4-4A2A-94D68DDD6CF5A293},{6BC407C1-3052-451E-8B10387FBE944EBF},BB,37,1,No
{2DE9D3CD-8382-40A1-9D0E08576AE12D9D},{67A5D2F0-3F17-4EFF-98BD3FE1944EA72F},B,37,1,No
{2DEC9248-F383-43B5-AE16195D6F8DD256},{B1385A47-8D23-4E85-B75BB07D5F74041D},B,34,1,No
{2DF549F3-2312-493B-B8A0CB40BD2CCC42},{AE94676A-EE84-41B8-8583A3B4E9739A70},B,36,1,No
{2E135FAE-98EA-42A6-B691FADE92755172},{A8F79479-AEC2-4E96-B71961DFE8EFFF8D},B,32,1,No
{2E302D4C-675E-42C3-9B939A94695B8CCA},{73BDA2B8-F28B-4364-A5A0BE17EAF28D55},B,34,1,No
{2E508F16-6830-4FEE-8281755CB0AA7D07},{C703A915-222F-4C96-8058124FF7457A93},B,43,2,No
{2E6B90F1-82C9-4E2F-B37A3944D82173D9},{D0FBED64-DF74-42D5-8055CC60FF832540},B,36,1,No
{2E7ADB90-84A5-48ED-B7C1B29A655D0293},{06AE70CA-1406-449D-B66849B20E7FE25C},B,38,1,No
{2E803E49-8223-41AC-9DDB02189B0D91E6},{7552EED7-B557-4C21-8DB651E6C9E48377},B,36,3,No
{2E82B60B-0C06-449A-810026A40AB20B94},{EA0645B5-20F2-4B5D-954523FCE2A76744},B,36,1,No
{2E8DB913-B240-4F69-85DAC03AA3CD5F28},{176EFBE0-F791-476B-AC189388C8FF5FF5},B,38,1,No
{2E8F4EAA-BB58-45A4-8097CDAF3C09A776},{C6EDA0A3-6112-4ABC-BE4D2AD9F546F3C4},B,35,1,No
{2EBF9BEB-42AA-4279-8DE1F4D6543796C5},{8B7F71B2-58CF-43BA-A6F58E815168CE6C},B,37,1,No
{2EF87395-8B12-49F4-B891F38A5CCC36CE},{32DE3205-1FD3-4E96-A0D74C08C9D046EE},B,36,1,No
{2F0E3827-6588-4F13-84A8F21A28676A51},{DC537AA2-79B8-4C3A-ACAD0100F6D0B183},B,52,1,No
